CARTERA;COLOC_TOTAL;CART_VENCIDA;INS_COD;PERIODO;INDICADOR_CARTERA_VENCIDA
Colocaciones para vivienda;0,0000000000;0,00000000;31;202310;NA
Colocaciones de consumo;21,9742220000;0,00000000;31;202310;0,00000000000000e+00
TOTAL:;265899,7715300000;0,00000000;31;202310;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;234242,8902370000;0,00000000;31;202310;0,00000000000000e+00
Colocaciones a personas - subtotal:;21,9742220000;0,00000000;31;202310;0,00000000000000e+00
Adeudado por bancos;65232,0000000000;NA;37;202310;NA
Colocaciones comerciales;18621115,0000000000;371501,00000000;37;202310;1,99505239079400e+00
Colocaciones para vivienda;16785372,0000000000;72556,00000000;37;202310;4,32257325008942e-01
Colocaciones de consumo;4689385,0000000000;11744,00000000;37;202310;2,50437957216138e-01
TOTAL:;40161104,0000000000;455801,00000000;37;202310;1,13493145009161e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;40095872,0000000000;455801,00000000;37;202310;1,13677787079927e+00
Colocaciones a personas - subtotal:;21474757,0000000000;84300,00000000;37;202310;3,92553918072274e-01
Adeudado por bancos:;91413,1853260000;0,00000000;39;202310;0,00000000000000e+00
Colocaciones comerciales:;12921831,7546839993;206415,00000000;39;202310;1,59741284299865e+00
Colocaciones para vivienda:;6644282,7533970000;25181,00000000;39;202310;3,78987483443955e-01
Colocaciones de consumo:;2429383,5568630002;38275,00000000;39;202310;1,57550255462433e+00
TOTAL:;22086911,2502699979;269871,00000000;39;202310;1,22185939419982e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;21995498,0649439991;269871,00000000;39;202310;1,22693743602976e+00
Colocaciones a personas - subtotal:;9073666,3102599997;63456,00000000;39;202310;6,99342446925202e-01
Adeudado por bancos;0,0000000000;0,00000000;41;202310;NA
Colocaciones comerciales;25893,2144204800;0,00000000;41;202310;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;41;202310;NA
Colocaciones de consumo;0,0000000000;0,00000000;41;202310;NA
TOTAL:;25893,2144204800;0,00000000;41;202310;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;25893,2144204800;0,00000000;41;202310;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;41;202310;NA
Adeudado por bancos;NA;NA;49;202310;NA
Colocaciones comerciales;5710409,0000000000;81175,00000000;49;202310;1,42152689938672e+00
Colocaciones para vivienda;1100743,0000000000;437,00000000;49;202310;3,97004568732211e-02
Colocaciones de consumo;463505,0000000000;2798,00000000;49;202310;6,03661233427903e-01
TOTAL:;7274657,0000000000;84410,00000000;49;202310;1,16032962103918e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;7274657,0000000000;84410,00000000;49;202310;1,16032962103918e+00
Colocaciones a personas - subtotal:;1564248,0000000000;3235,00000000;49;202310;2,06808639039334e-01
Adeudado por bancos;NA;NA;51;202310;NA
Colocaciones comerciales;77339,0000000000;5388,00000000;51;202310;6,96673088609886e+00
Colocaciones para vivienda;628596,0000000000;866,00000000;51;202310;1,37767341822092e-01
Colocaciones de consumo;807680,0000000000;6294,00000000;51;202310;7,79269017432647e-01
TOTAL:;1513615,0000000000;12548,00000000;51;202310;8,29008697720358e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1513615,0000000000;12548,00000000;51;202310;8,29008697720358e-01
Colocaciones a personas - subtotal:;1436276,0000000000;7160,00000000;51;202310;4,98511428165617e-01
Adeudado por bancos;0,0000000000;0,00000000;53;202310;NA
Colocaciones comerciales;172,0000000000;25,00000000;53;202310;1,45348837209302e+01
Colocaciones para vivienda;14999,0000000000;2246,00000000;53;202310;1,49743316221081e+01
Colocaciones de consumo;72916,0000000000;3398,00000000;53;202310;4,66015689286302e+00
TOTAL:;88087,0000000000;5669,00000000;53;202310;6,43568290440133e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;88087,0000000000;5669,00000000;53;202310;6,43568290440133e+00
Colocaciones a personas - subtotal:;87915,0000000000;5644,00000000;53;202310;6,41983734288802e+00
Adeudado por bancos;0,0000000000;0,00000000;55;202310;NA
Colocaciones comerciales;3226608,0000000000;4424,00000000;55;202310;1,37109930924364e-01
Colocaciones para vivienda;1470446,0000000000;0,00000000;55;202310;0,00000000000000e+00
Colocaciones de consumo;98824,0000000000;335,00000000;55;202310;3,38986481016757e-01
TOTAL:;4795878,0000000000;4759,00000000;55;202310;9,92310479957997e-02
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;4795878,0000000000;4759,00000000;55;202310;9,92310479957997e-02
Colocaciones a personas - subtotal:;1569270,0000000000;335,00000000;55;202310;2,13475055280481e-02
Adeudado por bancos;0,0000000000;0,00000000;59;202310;NA
Colocaciones comerciales;1847422,0000000000;11955,00000000;59;202310;6,47117983871579e-01
Colocaciones para vivienda;0,0000000000;0,00000000;59;202310;NA
Colocaciones de consumo;0,0000000000;0,00000000;59;202310;NA
TOTAL:;1847422,0000000000;11955,00000000;59;202310;6,47117983871579e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1847422,0000000000;11955,00000000;59;202310;6,47117983871579e-01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;59;202310;NA
Adeudado por bancos;0,0000000000;0,00000000;60;202310;NA
Colocaciones comerciales;261998,0000000000;28786,00000000;60;202310;1,09871067718074e+01
Colocaciones para vivienda;0,0000000000;0,00000000;60;202310;NA
Colocaciones de consumo;0,0000000000;0,00000000;60;202310;NA
TOTAL:;261998,0000000000;28786,00000000;60;202310;1,09871067718074e+01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;261998,0000000000;28786,00000000;60;202310;1,09871067718074e+01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;60;202310;NA
Adeudado por bancos;NA;NA;61;202310;NA
Colocaciones comerciales;8073,0000000000;0,00000000;61;202310;0,00000000000000e+00
Colocaciones para vivienda;NA;NA;61;202310;NA
Colocaciones de consumo;NA;NA;61;202310;NA
TOTAL:;8073,0000000000;0,00000000;61;202310;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8073,0000000000;0,00000000;61;202310;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;61;202310;NA
Adeudado por bancos;370245,0000000000;0,00000000;1;202311;0,00000000000000e+00
Colocaciones comerciales;19958326,0000000000;170657,00000000;1;202311;8,55066702487974e-01
Colocaciones para vivienda;12197361,0000000000;90071,00000000;1;202311;7,38446619723725e-01
Colocaciones de consumo;5297485,0000000000;37903,00000000;1;202311;7,15490463871063e-01
TOTAL:;37823417,0000000000;298631,00000000;1;202311;7,89539982598611e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;37453172,0000000000;298631,00000000;1;202311;7,97345015263327e-01
Colocaciones a personas - subtotal:;17494846,0000000000;127974,00000000;1;202311;7,31495435855794e-01
Adeudado por bancos;0,0000000000;0,00000000;9;202311;NA
Colocaciones comerciales;3046063,0000000000;13398,00000000;9;202311;4,39846450976227e-01
Colocaciones para vivienda;97843,0000000000;49,00000000;9;202311;5,00802305734697e-02
Colocaciones de consumo;41189,0000000000;9,00000000;9;202311;2,18504940639491e-02
TOTAL:;3185095,0000000000;13456,00000000;9;202311;4,22467775686440e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;3185095,0000000000;13456,00000000;9;202311;4,22467775686440e-01
Colocaciones a personas - subtotal:;139032,0000000000;58,00000000;9;202311;4,17170147879625e-02
Adeudado por bancos;936177,0000000000;0,00000000;12;202311;0,00000000000000e+00
Colocaciones comerciales;16854612,0000000000;307126,00000000;12;202311;1,82220747650554e+00
Colocaciones para vivienda;14555939,0000000000;151387,00000000;12;202311;1,04003596057939e+00
Colocaciones de consumo;2635411,0000000000;26167,00000000;12;202311;9,92900158646981e-01
TOTAL:;34982139,0000000000;484680,00000000;12;202311;1,38550704403753e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;34045962,0000000000;484680,00000000;12;202311;1,42360494909793e+00
Colocaciones a personas - subtotal:;17191350,0000000000;177554,00000000;12;202311;1,03281010508192e+00
Adeudado por bancos;12492,0000000000;0,00000000;14;202311;0,00000000000000e+00
Colocaciones comerciales;15607350,0000000000;138155,00000000;14;202311;8,85191912784682e-01
Colocaciones para vivienda;13811683,0000000000;6528,00000000;14;202311;4,72643341148215e-02
Colocaciones de consumo;2271245,0000000000;18205,00000000;14;202311;8,01542766192111e-01
TOTAL:;31702770,0000000000;162888,00000000;14;202311;5,13797374803527e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;31690278,0000000000;162888,00000000;14;202311;5,13999908741728e-01
Colocaciones a personas - subtotal:;16082928,0000000000;24733,00000000;14;202311;1,53784186561054e-01
Adeudado por bancos;484916,0000000000;0,00000000;16;202311;0,00000000000000e+00
Colocaciones comerciales;17909947,0000000000;240789,00000000;16;202311;1,34444283950142e+00
Colocaciones para vivienda;10373806,0000000000;5806,00000000;16;202311;5,59678868102989e-02
Colocaciones de consumo;2632347,0000000000;45181,00000000;16;202311;1,71637705819180e+00
TOTAL:;31401016,0000000000;291776,00000000;16;202311;9,29192864332797e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;30916100,0000000000;291776,00000000;16;202311;9,43767163387361e-01
Colocaciones a personas - subtotal:;13006153,0000000000;50987,00000000;16;202311;3,92022145210809e-01
Adeudado por bancos;0,0000000000;0,00000000;28;202311;NA
Colocaciones comerciales;6172941,0000000000;25845,00000000;28;202311;4,18682116028648e-01
Colocaciones para vivienda;1775465,0000000000;370,00000000;28;202311;2,08396110314763e-02
Colocaciones de consumo;243061,0000000000;858,00000000;28;202311;3,52997807134834e-01
TOTAL:;8191467,0000000000;27073,00000000;28;202311;3,30502460670354e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8191467,0000000000;27073,00000000;28;202311;3,30502460670354e-01
Colocaciones a personas - subtotal:;2018526,0000000000;1228,00000000;28;202311;6,08364717620680e-02
Adeudado por bancos;30840,8424330000;0,00000000;31;202311;0,00000000000000e+00
Colocaciones comerciales;244297,9837930000;0,00000000;31;202311;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;31;202311;NA
Colocaciones de consumo;20,5614380000;0,00000000;31;202311;0,00000000000000e+00
TOTAL:;275159,3876640000;0,00000000;31;202311;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;244318,5452310000;0,00000000;31;202311;0,00000000000000e+00
Colocaciones a personas - subtotal:;20,5614380000;0,00000000;31;202311;0,00000000000000e+00
Adeudado por bancos;42719,0000000000;NA;37;202311;NA
Colocaciones comerciales;18537172,0000000000;384423,00000000;37;202311;2,07379529088903e+00
Colocaciones para vivienda;16922406,0000000000;72648,00000000;37;202311;4,29300656183287e-01
Colocaciones de consumo;4749586,0000000000;16091,00000000;37;202311;3,38787422735371e-01
TOTAL:;40251883,0000000000;473162,00000000;37;202311;1,17550277088900e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;40209164,0000000000;473162,00000000;37;202311;1,17675164795766e+00
Colocaciones a personas - subtotal:;21671992,0000000000;88739,00000000;37;202311;4,09463975438898e-01
Adeudado por bancos:;89526,7844650000;0,00000000;39;202311;0,00000000000000e+00
Colocaciones comerciales:;12811270,1972460002;212571,00000000;39;202311;1,65924999416292e+00
Colocaciones para vivienda:;6681989,3762530005;25689,00000000;39;202311;3,84451374485803e-01
Colocaciones de consumo:;2447247,3013240001;38128,00000000;39;202311;1,55799538442119e+00
TOTAL:;22030033,6592880003;276388,00000000;39;202311;1,25459635820154e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;21940506,8748230003;276388,00000000;39;202311;1,25971565550821e+00
Colocaciones a personas - subtotal:;9129236,6775770001;63817,00000000;39;202311;6,99039823961906e-01
Adeudado por bancos;0,0000000000;0,00000000;41;202311;NA
Colocaciones comerciales;15277,1789887600;0,00000000;41;202311;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;41;202311;NA
Colocaciones de consumo;0,0000000000;0,00000000;41;202311;NA
TOTAL:;15277,1789887600;0,00000000;41;202311;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;15277,1789887600;0,00000000;41;202311;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;41;202311;NA
Adeudado por bancos:;NA;NA;49;202311;NA
Colocaciones comerciales:;5727029,0000000000;81759,00000000;49;202311;1,42759884750016e+00
Colocaciones para vivienda:;1113205,0000000000;449,00000000;49;202311;4,03339905947242e-02
Colocaciones de consumo:;475554,0000000000;2814,00000000;49;202311;5,91730907531006e-01
TOTAL:;7315788,0000000000;85022,00000000;49;202311;1,16217145712806e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;7315788,0000000000;85022,00000000;49;202311;1,16217145712806e+00
Colocaciones a personas - subtotal:;1588759,0000000000;3263,00000000;49;202311;2,05380425854393e-01
Adeudado por bancos;NA;NA;51;202311;NA
Colocaciones comerciales;77088,0000000000;6241,00000000;51;202311;8,09594229970942e+00
Colocaciones para vivienda;629206,0000000000;892,00000000;51;202311;1,41765971716735e-01
Colocaciones de consumo;801080,0000000000;6344,00000000;51;202311;7,91930893294053e-01
TOTAL:;1507374,0000000000;13477,00000000;51;202311;8,94071411607206e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1507374,0000000000;13477,00000000;51;202311;8,94071411607206e-01
Colocaciones a personas - subtotal:;1430286,0000000000;7236,00000000;51;202311;5,05912803453295e-01
Adeudado por bancos;0,0000000000;0,00000000;53;202311;NA
Colocaciones comerciales;161,0000000000;24,00000000;53;202311;1,49068322981366e+01
Colocaciones para vivienda;14737,0000000000;2348,00000000;53;202311;1,59326864355025e+01
Colocaciones de consumo;73288,0000000000;3160,00000000;53;202311;4,31175635847615e+00
TOTAL:;88186,0000000000;5532,00000000;53;202311;6,27310457442224e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;88186,0000000000;5532,00000000;53;202311;6,27310457442224e+00
Colocaciones a personas - subtotal:;88025,0000000000;5508,00000000;53;202311;6,25731326327748e+00
Adeudado por bancos;0,0000000000;0,00000000;55;202311;NA
Colocaciones comerciales;3233144,0000000000;4080,00000000;55;202311;1,26192956453533e-01
Colocaciones para vivienda;1494295,0000000000;0,00000000;55;202311;0,00000000000000e+00
Colocaciones de consumo;100718,0000000000;250,00000000;55;202311;2,48217796223118e-01
TOTAL:;4828157,0000000000;4330,00000000;55;202311;8,96822534975561e-02
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;4828157,0000000000;4330,00000000;55;202311;8,96822534975561e-02
Colocaciones a personas - subtotal:;1595013,0000000000;250,00000000;55;202311;1,56738534419469e-02
Adeudado por bancos;0,0000000000;0,00000000;59;202311;NA
Colocaciones comerciales;1856723,0000000000;10699,00000000;59;202311;5,76230272366960e-01
Colocaciones para vivienda;0,0000000000;0,00000000;59;202311;NA
Colocaciones de consumo;0,0000000000;0,00000000;59;202311;NA
TOTAL:;1856723,0000000000;10699,00000000;59;202311;5,76230272366960e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1856723,0000000000;10699,00000000;59;202311;5,76230272366960e-01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;59;202311;NA
Adeudado por bancos;0,0000000000;0,00000000;60;202311;NA
Colocaciones comerciales;258103,0000000000;28600,00000000;60;202311;1,10808475686063e+01
Colocaciones para vivienda;0,0000000000;0,00000000;60;202311;NA
Colocaciones de consumo;0,0000000000;0,00000000;60;202311;NA
TOTAL:;258103,0000000000;28600,00000000;60;202311;1,10808475686063e+01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;258103,0000000000;28600,00000000;60;202311;1,10808475686063e+01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;60;202311;NA
Adeudado por bancos;NA;NA;61;202311;NA
Colocaciones comerciales;8139,0000000000;0,00000000;61;202311;0,00000000000000e+00
Colocaciones para vivienda;NA;NA;61;202311;NA
Colocaciones de consumo;NA;NA;61;202311;NA
TOTAL:;8139,0000000000;0,00000000;61;202311;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8139,0000000000;0,00000000;61;202311;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;61;202311;NA
Adeudado por bancos;418998,0000000000;0,00000000;1;202312;0,00000000000000e+00
Colocaciones comerciales;19982042,0000000000;174186,00000000;1;202312;8,71712710843066e-01
Colocaciones para vivienda;12303154,0000000000;95335,00000000;1;202312;7,74882603273925e-01
Colocaciones de consumo;5306436,0000000000;38218,00000000;1;202312;7,20219748245338e-01
TOTAL:;38010630,0000000000;307739,00000000;1;202312;8,09612995101633e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;37591632,0000000000;307739,00000000;1;202312;8,18636977506058e-01
Colocaciones a personas - subtotal:;17609590,0000000000;133553,00000000;1;202312;7,58410616033650e-01
Adeudado por bancos;0,0000000000;0,00000000;9;202312;NA
Colocaciones comerciales;3078062,0000000000;13556,00000000;9;202312;4,40406983355111e-01
Colocaciones para vivienda;100008,0000000000;53,00000000;9;202312;5,29957603391729e-02
Colocaciones de consumo;43234,0000000000;14,00000000;9;202312;3,23819216357496e-02
TOTAL:;3221304,0000000000;13623,00000000;9;202312;4,22903271470187e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;3221304,0000000000;13623,00000000;9;202312;4,22903271470187e-01
Colocaciones a personas - subtotal:;143242,0000000000;67,00000000;9;202312;4,67739908686000e-02
Adeudado por bancos;832095,0000000000;0,00000000;12;202312;0,00000000000000e+00
Colocaciones comerciales;16668239,0000000000;298680,00000000;12;202312;1,79191095112087e+00
Colocaciones para vivienda;14727881,0000000000;147100,00000000;12;202312;9,98785908169682e-01
Colocaciones de consumo;2639447,0000000000;28189,00000000;12;202312;1,06798886281861e+00
TOTAL:;34867662,0000000000;473969,00000000;12;202312;1,35933691223690e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;34035567,0000000000;473969,00000000;12;202312;1,39256971978754e+00
Colocaciones a personas - subtotal:;17367328,0000000000;175289,00000000;12;202312;1,00930321578541e+00
Adeudado por bancos;25238,0000000000;0,00000000;14;202312;0,00000000000000e+00
Colocaciones comerciales;15548720,0000000000;144584,00000000;14;202312;9,29877186032034e-01
Colocaciones para vivienda;13857128,0000000000;6844,00000000;14;202312;4,93897436756015e-02
Colocaciones de consumo;2296878,0000000000;18505,00000000;14;202312;8,05658811656518e-01
TOTAL:;31727964,0000000000;169933,00000000;14;202312;5,35593774627329e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;31702726,0000000000;169933,00000000;14;202312;5,36020151705566e-01
Colocaciones a personas - subtotal:;16154006,0000000000;25349,00000000;14;202312;1,56920828183424e-01
Adeudado por bancos;481435,0000000000;0,00000000;16;202312;0,00000000000000e+00
Colocaciones comerciales;18064579,0000000000;244822,00000000;16;202312;1,35525992606858e+00
Colocaciones para vivienda;10486943,0000000000;5833,00000000;16;202312;5,56215476712327e-02
Colocaciones de consumo;2628904,0000000000;36518,00000000;16;202312;1,38909598829018e+00
TOTAL:;31661861,0000000000;287173,00000000;16;202312;9,06999749635689e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;31180426,0000000000;287173,00000000;16;202312;9,21004094042846e-01
Colocaciones a personas - subtotal:;13115847,0000000000;42351,00000000;16;202312;3,22899466576577e-01
Adeudado por bancos;0,0000000000;0,00000000;28;202312;NA
Colocaciones comerciales;6218134,0000000000;27036,00000000;28;202312;4,34792817266402e-01
Colocaciones para vivienda;1789757,0000000000;406,00000000;28;202312;2,26846437812508e-02
Colocaciones de consumo;245480,0000000000;998,00000000;28;202312;4,06550431807072e-01
TOTAL:;8253371,0000000000;28440,00000000;28;202312;3,44586472606163e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8253371,0000000000;28440,00000000;28;202312;3,44586472606163e-01
Colocaciones a personas - subtotal:;2035237,0000000000;1404,00000000;28;202312;6,89845949144989e-02
Adeudado por bancos;30943,2960940000;0,00000000;31;202312;0,00000000000000e+00
Colocaciones comerciales;237394,3984210000;0,00000000;31;202312;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;31;202312;NA
Colocaciones de consumo;19,1439030000;0,00000000;31;202312;0,00000000000000e+00
TOTAL:;268356,8384180000;0,00000000;31;202312;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;237413,5423240000;0,00000000;31;202312;0,00000000000000e+00
Colocaciones a personas - subtotal:;19,1439030000;0,00000000;31;202312;0,00000000000000e+00
Adeudado por bancos;68440,0000000000;NA;37;202312;NA
Colocaciones comerciales;18643114,0000000000;398722,00000000;37;202312;2,13870923065750e+00
Colocaciones para vivienda;17073439,0000000000;73583,00000000;37;202312;4,30979370939856e-01
Colocaciones de consumo;4773314,0000000000;16394,00000000;37;202312;3,43451111743330e-01
TOTAL:;40558307,0000000000;488699,00000000;37;202312;1,20492948583875e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;40489867,0000000000;488699,00000000;37;202312;1,20696617748831e+00
Colocaciones a personas - subtotal:;21846753,0000000000;89977,00000000;37;202312;4,11855253730383e-01
Adeudado por bancos:;88117,9818790000;0,00000000;39;202312;0,00000000000000e+00
Colocaciones comerciales:;12952524,2043750007;209122,00000000;39;202312;1,61452699643954e+00
Colocaciones para vivienda:;6739675,9568860000;25378,00000000;39;202312;3,76546293358081e-01
Colocaciones de consumo:;2465420,4227539999;35539,00000000;39;202312;1,44149856438283e+00
TOTAL:;22245738,5658940002;270039,00000000;39;202312;1,21389091758010e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;22157620,5840150006;270039,00000000;39;202312;1,21871840424424e+00
Colocaciones a personas - subtotal:;9205096,3796399999;60917,00000000;39;202312;6,61774711395063e-01
Adeudado por bancos;0,0000000000;0,00000000;41;202312;NA
Colocaciones comerciales;32489,6955576100;0,00000000;41;202312;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;41;202312;NA
Colocaciones de consumo;0,0000000000;0,00000000;41;202312;NA
TOTAL:;32489,6955576100;0,00000000;41;202312;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;32489,6955576100;0,00000000;41;202312;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;41;202312;NA
Adeudado por bancos;142,0000000000;NA;49;202312;NA
Colocaciones comerciales;5709568,0000000000;82649,00000000;49;202312;1,44755259942609e+00
Colocaciones para vivienda;1129267,0000000000;461,00000000;49;202312;4,08229408988308e-02
Colocaciones de consumo;477773,0000000000;3025,00000000;49;202312;6,33145866342384e-01
TOTAL:;7316750,0000000000;86135,00000000;49;202312;1,17723032767281e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;7316608,0000000000;86135,00000000;49;202312;1,17725317524186e+00
Colocaciones a personas - subtotal:;1607040,0000000000;3486,00000000;49;202312;2,16920549581840e-01
Adeudado por bancos;NA;NA;51;202312;NA
Colocaciones comerciales;76983,0000000000;7484,00000000;51;202312;9,72162685268176e+00
Colocaciones para vivienda;631415,0000000000;880,00000000;51;202312;1,39369511335651e-01
Colocaciones de consumo;781696,0000000000;6463,00000000;51;202312;8,26792000982479e-01
TOTAL:;1490094,0000000000;14827,00000000;51;202312;9,95037896938046e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1490094,0000000000;14827,00000000;51;202312;9,95037896938046e-01
Colocaciones a personas - subtotal:;1413111,0000000000;7343,00000000;51;202312;5,19633631045261e-01
Adeudado por bancos;0,0000000000;0,00000000;53;202312;NA
Colocaciones comerciales;151,0000000000;24,00000000;53;202312;1,58940397350993e+01
Colocaciones para vivienda;14483,0000000000;2368,00000000;53;202312;1,63502036870814e+01
Colocaciones de consumo;73079,0000000000;3138,00000000;53;202312;4,29398322363470e+00
TOTAL:;87713,0000000000;5530,00000000;53;202312;6,30465267406200e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;87713,0000000000;5530,00000000;53;202312;6,30465267406200e+00
Colocaciones a personas - subtotal:;87562,0000000000;5506,00000000;53;202312;6,28811584934104e+00
Adeudado por bancos;0,0000000000;0,00000000;55;202312;NA
Colocaciones comerciales;3139183,0000000000;4005,00000000;55;202312;1,27580966130359e-01
Colocaciones para vivienda;1517464,0000000000;0,00000000;55;202312;0,00000000000000e+00
Colocaciones de consumo;102221,0000000000;280,00000000;55;202312;2,73916318564679e-01
TOTAL:;4758868,0000000000;4285,00000000;55;202312;9,00424218532643e-02
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;4758868,0000000000;4285,00000000;55;202312;9,00424218532643e-02
Colocaciones a personas - subtotal:;1619685,0000000000;280,00000000;55;202312;1,72873120390693e-02
Adeudado por bancos;0,0000000000;0,00000000;59;202312;NA
Colocaciones comerciales;2014198,0000000000;10699,00000000;59;202312;5,31179159149200e-01
Colocaciones para vivienda;0,0000000000;0,00000000;59;202312;NA
Colocaciones de consumo;0,0000000000;0,00000000;59;202312;NA
TOTAL:;2014198,0000000000;10699,00000000;59;202312;5,31179159149200e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;2014198,0000000000;10699,00000000;59;202312;5,31179159149200e-01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;59;202312;NA
Adeudado por bancos;0,0000000000;0,00000000;60;202312;NA
Colocaciones comerciales;257866,0000000000;28327,00000000;60;202312;1,09851628365120e+01
Colocaciones para vivienda;0,0000000000;0,00000000;60;202312;NA
Colocaciones de consumo;0,0000000000;0,00000000;60;202312;NA
TOTAL:;257866,0000000000;28327,00000000;60;202312;1,09851628365120e+01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;257866,0000000000;28327,00000000;60;202312;1,09851628365120e+01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;60;202312;NA
Adeudado por bancos;NA;NA;61;202312;NA
Colocaciones comerciales;8063,0000000000;0,00000000;61;202312;0,00000000000000e+00
Colocaciones para vivienda;NA;NA;61;202312;NA
Colocaciones de consumo;NA;NA;61;202312;NA
TOTAL:;8063,0000000000;0,00000000;61;202312;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8063,0000000000;0,00000000;61;202312;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;61;202312;NA
Adeudado por bancos;325913,0000000000;0,00000000;1;202401;0,00000000000000e+00
Colocaciones comerciales;20043349,0000000000;188952,00000000;1;202401;9,42716708669794e-01
Colocaciones para vivienda;12330369,0000000000;95100,00000000;1;202401;7,71266456016036e-01
Colocaciones de consumo;5340860,0000000000;41085,00000000;1;202401;7,69258134457746e-01
TOTAL:;38040491,0000000000;325137,00000000;1;202401;8,54712942585310e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;37714578,0000000000;325137,00000000;1;202401;8,62099000550928e-01
Colocaciones a personas - subtotal:;17671229,0000000000;136185,00000000;1;202401;7,70659471392737e-01
Adeudado por bancos;0,0000000000;0,00000000;9;202401;NA
Colocaciones comerciales;3130893,0000000000;11977,00000000;9;202401;3,82542616435630e-01
Colocaciones para vivienda;101482,0000000000;28,00000000;9;202401;2,75910998994896e-02
Colocaciones de consumo;45413,0000000000;15,00000000;9;202401;3,30301895932883e-02
