CARTERA;COLOC_TOTAL;CART_VENCIDA;INS_COD;PERIODO;INDICADOR_CARTERA_VENCIDA
Colocaciones para vivienda;1510154,0000000000;0,00000000;55;202403;0,00000000000000e+00
Colocaciones de consumo;104848,0000000000;233,00000000;55;202403;2,22226461162826e-01
TOTAL:;4698608,0000000000;4294,00000000;55;202403;9,13887687587473e-02
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;4698608,0000000000;4294,00000000;55;202403;9,13887687587473e-02
Colocaciones a personas - subtotal:;1615002,0000000000;233,00000000;55;202403;1,44272267155087e-02
Adeudado por bancos;0,0000000000;0,00000000;59;202403;NA
Colocaciones comerciales;2155729,0000000000;1325,00000000;59;202403;6,14641265205413e-02
Colocaciones para vivienda;0,0000000000;0,00000000;59;202403;NA
Colocaciones de consumo;0,0000000000;0,00000000;59;202403;NA
TOTAL:;2155729,0000000000;1325,00000000;59;202403;6,14641265205413e-02
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;2155729,0000000000;1325,00000000;59;202403;6,14641265205413e-02
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;59;202403;NA
Adeudado por bancos;0,0000000000;0,00000000;60;202403;NA
Colocaciones comerciales;267588,0000000000;30486,00000000;60;202403;1,13928875734338e+01
Colocaciones para vivienda;0,0000000000;0,00000000;60;202403;NA
Colocaciones de consumo;0,0000000000;0,00000000;60;202403;NA
TOTAL:;267588,0000000000;30486,00000000;60;202403;1,13928875734338e+01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;267588,0000000000;30486,00000000;60;202403;1,13928875734338e+01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;60;202403;NA
Adeudado por bancos;NA;NA;61;202403;NA
Colocaciones comerciales;8126,0000000000;0,00000000;61;202403;0,00000000000000e+00
Colocaciones para vivienda;NA;NA;61;202403;NA
Colocaciones de consumo;NA;NA;61;202403;NA
TOTAL:;8126,0000000000;0,00000000;61;202403;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8126,0000000000;0,00000000;61;202403;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;61;202403;NA
Adeudado por bancos;580181,0000000000;0,00000000;1;202404;0,00000000000000e+00
Colocaciones comerciales;20140221,0000000000;197881,00000000;1;202404;9,82516527499872e-01
Colocaciones para vivienda;12573210,0000000000;105934,00000000;1;202404;8,42537426798725e-01
Colocaciones de consumo;5381707,0000000000;40342,00000000;1;202404;7,49613459075345e-01
TOTAL:;38675319,0000000000;344157,00000000;1;202404;8,89862084912603e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;38095138,0000000000;344157,00000000;1;202404;9,03414498721595e-01
Colocaciones a personas - subtotal:;17954917,0000000000;146276,00000000;1;202404;8,14684913330426e-01
Adeudado por bancos;0,0000000000;0,00000000;9;202404;NA
Colocaciones comerciales;3154205,0000000000;10265,00000000;9;202404;3,25438581195579e-01
Colocaciones para vivienda;107448,0000000000;44,00000000;9;202404;4,09500409500409e-02
Colocaciones de consumo;49460,0000000000;10,00000000;9;202404;2,02183582693085e-02
TOTAL:;3311113,0000000000;10319,00000000;9;202404;3,11647473221240e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;3311113,0000000000;10319,00000000;9;202404;3,11647473221240e-01
Colocaciones a personas - subtotal:;156908,0000000000;54,00000000;9;202404;3,44150712519438e-02
Adeudado por bancos;827518,0000000000;0,00000000;12;202404;0,00000000000000e+00
Colocaciones comerciales;17270645,0000000000;331170,00000000;12;202404;1,91753116342789e+00
Colocaciones para vivienda;15205028,0000000000;144019,00000000;12;202404;9,47180103844597e-01
Colocaciones de consumo;2602316,0000000000;25283,00000000;12;202404;9,71557643268535e-01
TOTAL:;35905507,0000000000;500472,00000000;12;202404;1,39385860781746e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;35077989,0000000000;500472,00000000;12;202404;1,42674085449995e+00
Colocaciones a personas - subtotal:;17807344,0000000000;169302,00000000;12;202404;9,50742570031780e-01
Adeudado por bancos;117899,0000000000;0,00000000;14;202404;0,00000000000000e+00
Colocaciones comerciales;15796870,0000000000;216793,00000000;14;202404;1,37237946504592e+00
Colocaciones para vivienda;13888767,0000000000;8031,00000000;14;202404;5,78237074608567e-02
Colocaciones de consumo;2398485,0000000000;17213,00000000;14;202404;7,17661357064981e-01
TOTAL:;32202021,0000000000;242037,00000000;14;202404;7,51620527171260e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;32084122,0000000000;242037,00000000;14;202404;7,54382494867711e-01
Colocaciones a personas - subtotal:;16287252,0000000000;25244,00000000;14;202404;1,54992382999907e-01
Adeudado por bancos;660191,0000000000;0,00000000;16;202404;0,00000000000000e+00
Colocaciones comerciales;18447533,0000000000;244701,00000000;16;202404;1,32647004886778e+00
Colocaciones para vivienda;10745515,0000000000;7294,00000000;16;202404;6,78794827423348e-02
Colocaciones de consumo;2648953,0000000000;49013,00000000;16;202404;1,85027820425655e+00
TOTAL:;32502192,0000000000;301008,00000000;16;202404;9,26115998576342e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;31842001,0000000000;301008,00000000;16;202404;9,45317475494081e-01
Colocaciones a personas - subtotal:;13394468,0000000000;56307,00000000;16;202404;4,20375038411380e-01
Adeudado por bancos;0,0000000000;0,00000000;28;202404;NA
Colocaciones comerciales;6179697,0000000000;35164,00000000;28;202404;5,69024662536043e-01
Colocaciones para vivienda;1825576,0000000000;417,00000000;28;202404;2,28421057244398e-02
Colocaciones de consumo;249771,0000000000;668,00000000;28;202404;2,67444979601315e-01
TOTAL:;8255044,0000000000;36249,00000000;28;202404;4,39113346942790e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8255044,0000000000;36249,00000000;28;202404;4,39113346942790e-01
Colocaciones a personas - subtotal:;2075347,0000000000;1085,00000000;28;202404;5,22804138295909e-02
Adeudado por bancos;34323,3843010000;0,00000000;31;202404;0,00000000000000e+00
Colocaciones comerciales;220637,7699840000;0,00000000;31;202404;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;31;202404;NA
Colocaciones de consumo;12,6701400000;0,00000000;31;202404;0,00000000000000e+00
TOTAL:;254973,8244250000;0,00000000;31;202404;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;220650,4401240000;0,00000000;31;202404;0,00000000000000e+00
Colocaciones a personas - subtotal:;12,6701400000;0,00000000;31;202404;0,00000000000000e+00
Adeudado por bancos;480,0000000000;NA;37;202404;NA
Colocaciones comerciales;18778078,0000000000;462805,00000000;37;202404;2,46460260735950e+00
Colocaciones para vivienda;17358367,0000000000;90119,00000000;37;202404;5,19167500030389e-01
Colocaciones de consumo;4825696,0000000000;17239,00000000;37;202404;3,57233443631758e-01
TOTAL:;40962621,0000000000;570163,00000000;37;202404;1,39191044440247e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;40962141,0000000000;570163,00000000;37;202404;1,39192675500043e+00
Colocaciones a personas - subtotal:;22184063,0000000000;107358,00000000;37;202404;4,83942008278646e-01
Adeudado por bancos:;116451,2058210000;0,00000000;39;202404;0,00000000000000e+00
Colocaciones comerciales:;12892061,0733300000;238127,00000000;39;202404;1,84708246916870e+00
Colocaciones para vivienda:;6882434,4092130000;27896,00000000;39;202404;4,05321697837871e-01
Colocaciones de consumo:;2494507,5525139999;45937,00000000;39;202404;1,84152579348593e+00
TOTAL:;22385454,2408780009;311960,00000000;39;202404;1,39358351473758e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;22269003,0350570008;311960,00000000;39;202404;1,40087097526951e+00
Colocaciones a personas - subtotal:;9376941,9617270008;73833,00000000;39;202404;7,87388898228840e-01
Adeudado por bancos;0,0000000000;0,00000000;41;202404;NA
Colocaciones comerciales;4446,8122992850;0,00000000;41;202404;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;41;202404;NA
Colocaciones de consumo;0,0000000000;0,00000000;41;202404;NA
TOTAL:;4446,8122992850;0,00000000;41;202404;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;4446,8122992850;0,00000000;41;202404;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;41;202404;NA
Adeudado por bancos;0,0000000000;NA;49;202404;NA
Colocaciones comerciales;5690369,0000000000;87124,00000000;49;202404;1,53107821302977e+00
Colocaciones para vivienda;1176915,0000000000;568,00000000;49;202404;4,82617691167162e-02
Colocaciones de consumo;486213,0000000000;3139,00000000;49;202404;6,45601824714683e-01
TOTAL:;7353497,0000000000;90831,00000000;49;202404;1,23520822813962e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;7353497,0000000000;90831,00000000;49;202404;1,23520822813962e+00
Colocaciones a personas - subtotal:;1663128,0000000000;3707,00000000;49;202404;2,22893246941907e-01
Adeudado por bancos;NA;NA;51;202404;NA
Colocaciones comerciales;76111,0000000000;6204,00000000;51;202404;8,15125277555150e+00
Colocaciones para vivienda;633467,0000000000;961,00000000;51;202404;1,51704824402850e-01
Colocaciones de consumo;730917,0000000000;5277,00000000;51;202404;7,21969799580527e-01
TOTAL:;1440495,0000000000;12442,00000000;51;202404;8,63730870291115e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1440495,0000000000;12442,00000000;51;202404;8,63730870291115e-01
Colocaciones a personas - subtotal:;1364384,0000000000;6238,00000000;51;202404;4,57202664352558e-01
Adeudado por bancos;0,0000000000;0,00000000;53;202404;NA
Colocaciones comerciales;122,0000000000;21,00000000;53;202404;1,72131147540984e+01
Colocaciones para vivienda;13686,0000000000;2479,00000000;53;202404;1,81134005553120e+01
Colocaciones de consumo;67433,0000000000;3095,00000000;53;202404;4,58974092803227e+00
TOTAL:;81241,0000000000;5595,00000000;53;202404;6,88691670461959e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;81241,0000000000;5595,00000000;53;202404;6,88691670461959e+00
Colocaciones a personas - subtotal:;81119,0000000000;5574,00000000;53;202404;6,87138648158878e+00
Adeudado por bancos;0,0000000000;0,00000000;55;202404;NA
Colocaciones comerciales;3048691,0000000000;3872,00000000;55;202404;1,27005327860383e-01
Colocaciones para vivienda;1526342,0000000000;0,00000000;55;202404;0,00000000000000e+00
Colocaciones de consumo;105326,0000000000;256,00000000;55;202404;2,43054896226953e-01
TOTAL:;4680359,0000000000;4128,00000000;55;202404;8,81983625615044e-02
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;4680359,0000000000;4128,00000000;55;202404;8,81983625615044e-02
Colocaciones a personas - subtotal:;1631668,0000000000;256,00000000;55;202404;1,56894662394556e-02
Adeudado por bancos;0,0000000000;0,00000000;59;202404;NA
Colocaciones comerciales;2095103,0000000000;2638,00000000;59;202404;1,25912663959719e-01
Colocaciones para vivienda;0,0000000000;0,00000000;59;202404;NA
Colocaciones de consumo;0,0000000000;0,00000000;59;202404;NA
TOTAL:;2095103,0000000000;2638,00000000;59;202404;1,25912663959719e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;2095103,0000000000;2638,00000000;59;202404;1,25912663959719e-01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;59;202404;NA
Adeudado por bancos;0,0000000000;0,00000000;60;202404;NA
Colocaciones comerciales;260526,0000000000;29918,00000000;60;202404;1,14836906873018e+01
Colocaciones para vivienda;0,0000000000;0,00000000;60;202404;NA
Colocaciones de consumo;0,0000000000;0,00000000;60;202404;NA
TOTAL:;260526,0000000000;29918,00000000;60;202404;1,14836906873018e+01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;260526,0000000000;29918,00000000;60;202404;1,14836906873018e+01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;60;202404;NA
Adeudado por bancos;NA;NA;61;202404;NA
Colocaciones comerciales;8000,0000000000;0,00000000;61;202404;0,00000000000000e+00
Colocaciones para vivienda;NA;NA;61;202404;NA
Colocaciones de consumo;NA;NA;61;202404;NA
TOTAL:;8000,0000000000;0,00000000;61;202404;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8000,0000000000;0,00000000;61;202404;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;61;202404;NA
Adeudado por bancos;396813,0000000000;0,00000000;1;202405;0,00000000000000e+00
Colocaciones comerciales;19811991,0000000000;195375,00000000;1;202405;9,86145208727381e-01
Colocaciones para vivienda;12645598,0000000000;108694,00000000;1;202405;8,59540213123966e-01
Colocaciones de consumo;5357923,0000000000;38254,00000000;1;202405;7,13970693494475e-01
TOTAL:;38212325,0000000000;342323,00000000;1;202405;8,95844469029299e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;37815512,0000000000;342323,00000000;1;202405;9,05244916424773e-01
Colocaciones a personas - subtotal:;18003521,0000000000;146948,00000000;1;202405;8,16218116445111e-01
Adeudado por bancos;0,0000000000;0,00000000;9;202405;NA
Colocaciones comerciales;3183841,0000000000;9258,00000000;9;202405;2,90780852435784e-01
Colocaciones para vivienda;108361,0000000000;51,00000000;9;202405;4,70649034246639e-02
Colocaciones de consumo;53073,0000000000;11,00000000;9;202405;2,07261696154353e-02
TOTAL:;3345275,0000000000;9320,00000000;9;202405;2,78601908662218e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;3345275,0000000000;9320,00000000;9;202405;2,78601908662218e-01
Colocaciones a personas - subtotal:;161434,0000000000;62,00000000;9;202405;3,84057881239392e-02
Adeudado por bancos;603908,0000000000;0,00000000;12;202405;0,00000000000000e+00
Colocaciones comerciales;17374161,0000000000;332489,00000000;12;202405;1,91369816361204e+00
Colocaciones para vivienda;15324948,0000000000;147702,00000000;12;202405;9,63800986469905e-01
Colocaciones de consumo;2594337,0000000000;26636,00000000;12;202405;1,02669776517083e+00
TOTAL:;35897354,0000000000;506827,00000000;12;202405;1,41187843538552e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;35293446,0000000000;506827,00000000;12;202405;1,43603716112051e+00
Colocaciones a personas - subtotal:;17919285,0000000000;174338,00000000;12;202405;9,72907122131268e-01
Adeudado por bancos;384,0000000000;0,00000000;14;202405;0,00000000000000e+00
Colocaciones comerciales;15394450,0000000000;212259,00000000;14;202405;1,37880210075709e+00
Colocaciones para vivienda;13918165,0000000000;8321,00000000;14;202405;5,97851800147505e-02
Colocaciones de consumo;2386128,0000000000;16900,00000000;14;202405;7,08260411847143e-01
TOTAL:;31699127,0000000000;237480,00000000;14;202405;7,49168896670246e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;31698743,0000000000;237480,00000000;14;202405;7,49177972135993e-01
Colocaciones a personas - subtotal:;16304293,0000000000;25221,00000000;14;202405;1,54689320168621e-01
Adeudado por bancos;555877,0000000000;0,00000000;16;202405;0,00000000000000e+00
Colocaciones comerciales;18411603,0000000000;243515,00000000;16;202405;1,32261704752161e+00
Colocaciones para vivienda;10827538,0000000000;7493,00000000;16;202405;6,92031743504387e-02
Colocaciones de consumo;2621102,0000000000;37076,00000000;16;202405;1,41451954178052e+00
TOTAL:;32416120,0000000000;288084,00000000;16;202405;8,88705989489180e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;31860243,0000000000;288084,00000000;16;202405;9,04211559215038e-01
Colocaciones a personas - subtotal:;13448640,0000000000;44569,00000000;16;202405;3,31401539486521e-01
Adeudado por bancos;2527,0000000000;0,00000000;28;202405;0,00000000000000e+00
Colocaciones comerciales;6111457,0000000000;35852,00000000;28;202405;5,86635887317869e-01
Colocaciones para vivienda;1835712,0000000000;390,00000000;28;202405;2,12451626398912e-02
Colocaciones de consumo;244972,0000000000;672,00000000;28;202405;2,74317064807407e-01
TOTAL:;8194668,0000000000;36914,00000000;28;202405;4,50463642944412e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8192141,0000000000;36914,00000000;28;202405;4,50602595829344e-01
Colocaciones a personas - subtotal:;2080684,0000000000;1062,00000000;28;202405;5,10409077015058e-02
Adeudado por bancos;33059,9383620000;0,00000000;31;202405;0,00000000000000e+00
Colocaciones comerciales;258507,0295700000;0,00000000;31;202405;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;31;202405;NA
Colocaciones de consumo;82,0421180000;0,00000000;31;202405;0,00000000000000e+00
TOTAL:;291649,0100500000;0,00000000;31;202405;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;258589,0716880000;0,00000000;31;202405;0,00000000000000e+00
Colocaciones a personas - subtotal:;82,0421180000;0,00000000;31;202405;0,00000000000000e+00
Adeudado por bancos;1550,0000000000;NA;37;202405;NA
Colocaciones comerciales;18519217,0000000000;455559,00000000;37;202405;2,45992581651805e+00
Colocaciones para vivienda;17440094,0000000000;93781,00000000;37;202405;5,37732193415930e-01
Colocaciones de consumo;4795884,0000000000;14916,00000000;37;202405;3,11016696817521e-01
TOTAL:;40756745,0000000000;564256,00000000;37;202405;1,38444814471813e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;40755195,0000000000;564256,00000000;37;202405;1,38450079799643e+00
Colocaciones a personas - subtotal:;22235978,0000000000;108697,00000000;37;202405;4,88833906923275e-01
Adeudado por bancos:;114233,4274310000;0,00000000;39;202405;0,00000000000000e+00
Colocaciones comerciales:;12537395,2662950009;237188,00000000;39;202405;1,89184431823448e+00
Colocaciones para vivienda:;6921131,2941699997;28320,00000000;39;202405;4,09181661152062e-01
Colocaciones de consumo:;2464194,6760600000;46666,00000000;39;202405;1,89376271499029e+00
TOTAL:;22036954,6639560014;312174,00000000;39;202405;1,41659319429738e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;21922721,2365249991;312174,00000000;39;202405;1,42397468193818e+00
Colocaciones a personas - subtotal:;9385325,9702300001;74986,00000000;39;202405;7,98970650969967e-01
Adeudado por bancos;0,0000000000;0,00000000;41;202405;NA
Colocaciones comerciales;6316,4388942000;0,00000000;41;202405;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;41;202405;NA
Colocaciones de consumo;0,0000000000;0,00000000;41;202405;NA
TOTAL:;6316,4388942000;0,00000000;41;202405;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;6316,4388942000;0,00000000;41;202405;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;41;202405;NA
Adeudado por bancos;NA;NA;49;202405;NA
Colocaciones comerciales;5658822,0000000000;94259,00000000;49;202405;1,66570003438878e+00
Colocaciones para vivienda;1193625,0000000000;570,00000000;49;202405;4,77536914860195e-02
Colocaciones de consumo;483394,0000000000;2860,00000000;49;202405;5,91649875670778e-01
TOTAL:;7335841,0000000000;97689,00000000;49;202405;1,33166735756677e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;7335841,0000000000;97689,00000000;49;202405;1,33166735756677e+00
Colocaciones a personas - subtotal:;1677019,0000000000;3430,00000000;49;202405;2,04529584936128e-01
Adeudado por bancos;NA;NA;51;202405;NA
Colocaciones comerciales;75382,0000000000;6206,00000000;51;202405;8,23273460507814e+00
Colocaciones para vivienda;634197,0000000000;986,00000000;51;202405;1,55472195548071e-01
Colocaciones de consumo;710941,0000000000;5072,00000000;51;202405;7,13420663599370e-01
TOTAL:;1420520,0000000000;12264,00000000;51;202405;8,63345817024752e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1420520,0000000000;12264,00000000;51;202405;8,63345817024752e-01
Colocaciones a personas - subtotal:;1345138,0000000000;6058,00000000;51;202405;4,50362713714132e-01
Adeudado por bancos;0,0000000000;0,00000000;53;202405;NA
Colocaciones comerciales;114,0000000000;18,00000000;53;202405;1,57894736842105e+01
Colocaciones para vivienda;13522,0000000000;2546,00000000;53;202405;1,88285756544890e+01
Colocaciones de consumo;66262,0000000000;3075,00000000;53;202405;4,64066885998008e+00
TOTAL:;79898,0000000000;5639,00000000;53;202405;7,05774862950262e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;79898,0000000000;5639,00000000;53;202405;7,05774862950262e+00
Colocaciones a personas - subtotal:;79784,0000000000;5621,00000000;53;202405;7,04527223503459e+00
Adeudado por bancos;0,0000000000;0,00000000;55;202405;NA
Colocaciones comerciales;2996295,0000000000;3631,00000000;55;202405;1,21182994331333e-01
Colocaciones para vivienda;1544670,0000000000;0,00000000;55;202405;0,00000000000000e+00
Colocaciones de consumo;106032,0000000000;280,00000000;55;202405;2,64071223781500e-01
TOTAL:;4646997,0000000000;3911,00000000;55;202405;8,41618791662659e-02
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;4646997,0000000000;3911,00000000;55;202405;8,41618791662659e-02
Colocaciones a personas - subtotal:;1650702,0000000000;280,00000000;55;202405;1,69624802053914e-02
Adeudado por bancos;0,0000000000;0,00000000;59;202405;NA
Colocaciones comerciales;2229421,0000000000;10,00000000;59;202405;4,48546954568025e-04
Colocaciones para vivienda;0,0000000000;0,00000000;59;202405;NA
Colocaciones de consumo;0,0000000000;0,00000000;59;202405;NA
TOTAL:;2229421,0000000000;10,00000000;59;202405;4,48546954568025e-04
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;2229421,0000000000;10,00000000;59;202405;4,48546954568025e-04
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;59;202405;NA
Adeudado por bancos;0,0000000000;0,00000000;60;202405;NA
Colocaciones comerciales;234092,0000000000;29136,00000000;60;202405;1,24463885993541e+01
Colocaciones para vivienda;0,0000000000;0,00000000;60;202405;NA
Colocaciones de consumo;0,0000000000;0,00000000;60;202405;NA
TOTAL:;234092,0000000000;29136,00000000;60;202405;1,24463885993541e+01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;234092,0000000000;29136,00000000;60;202405;1,24463885993541e+01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;60;202405;NA
Adeudado por bancos;NA;NA;61;202405;NA
Colocaciones comerciales;8050,9649780000;0,00000000;61;202405;0,00000000000000e+00
Colocaciones para vivienda;NA;NA;61;202405;NA
Colocaciones de consumo;NA;NA;61;202405;NA
TOTAL:;8050,9649780000;0,00000000;61;202405;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8050,9649780000;0,00000000;61;202405;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;61;202405;NA
Adeudado por bancos:;83489,1320420000;0,00000000;999;202305;0,00000000000000e+00
Colocaciones a personas - subtotal:;98801711,1293372065;431453,37380700;999;202305;4,36686135164403e-01
Colocaciones comerciales;109430194,0252992213;1209182,55271887;999;202305;1,10498072628777e+00
Colocaciones comerciales:;13152852,0035089999;218145,00000000;999;202305;1,65853763078762e+00
Colocaciones de consumo:;2435827,6754720001;33064,00000000;999;202305;1,35740308450158e+00
Colocaciones para vivienda:;6551184,5827070000;23124,00000000;999;202305;3,52974331711548e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;221384757,1581454277;1858780,92652587;999;202305;8,39615586179701e-01
TOTAL:;222935962,5881046355;1858780,92652587;999;202305;8,33773476897554e-01
Adeudado por bancos:;80601,7182490000;0,00000000;999;202306;0,00000000000000e+00
Colocaciones a personas - subtotal:;99039074,5927173197;444524,50122800;999;202306;4,48837494752488e-01
Colocaciones comerciales;108205487,9284065813;1238684,15825471;999;202306;1,14475169602699e+00
Colocaciones comerciales:;12624310,0841700006;208552,00000000;999;202306;1,65198730552024e+00
Colocaciones de consumo:;2432104,5024379999;32942,00000000;999;202306;1,35446482529752e+00
Colocaciones para vivienda:;6565133,9874069998;23131,00000000;999;202306;3,52330966045309e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;219868872,6052938998;1891760,65948271;999;202306;8,60404038582932e-01
TOTAL:;221537610,5943471491;1891760,65948271;999;202306;8,53923022103309e-01
Adeudado por bancos:;85753,7420080000;0,00000000;999;202307;0,00000000000000e+00
Colocaciones a personas - subtotal:;99111229,2110331357;458953,03516500;999;202307;4,63068654095462e-01
Colocaciones comerciales;109056506,5990553349;1246610,81872515;999;202307;1,14308706339576e+00
Colocaciones comerciales:;12850469,8915119991;203784,00000000;999;202307;1,58580971528989e+00
Colocaciones de consumo:;2428544,6722390000;32111,00000000;999;202307;1,32223221450546e+00
Colocaciones para vivienda:;6563121,9139999999;24229,00000000;999;202307;3,69168824188933e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;221018205,7016004622;1909347,85389015;999;202307;8,63887138993421e-01
TOTAL:;222607635,9876932204;1909347,85389015;999;202307;8,57718939163303e-01
Adeudado por bancos:;147771,0122880000;0,00000000;999;202308;0,00000000000000e+00
Colocaciones a personas - subtotal:;83662748,2042910010;456683,00000000;999;202308;5,45861819988095e-01
Colocaciones comerciales;93099298,1915558279;1161733,00000000;999;202308;1,24784291886893e+00
Colocaciones comerciales:;12840027,1556979995;199732,00000000;999;202308;1,55554188147776e+00
Colocaciones de consumo:;2426733,1149920002;33123,00000000;999;202308;1,36492141617762e+00
Colocaciones para vivienda:;6585907,8078429997;24392,00000000;999;202308;3,70366557074366e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;189602073,5515448451;1818148,00000000;999;202308;9,58928331290492e-01
TOTAL:;191964645,3415518403;1818148,00000000;999;202308;9,47126486111582e-01
Adeudado por bancos:;89590,8488660000;0,00000000;999;202309;0,00000000000000e+00
Colocaciones a personas - subtotal:;99839176,7424740046;505363,00000000;999;202309;5,06177050421337e-01
Colocaciones comerciales;110141343,8308459967;1320465,00000000;999;202309;1,19888223084327e+00
Colocaciones comerciales:;12925601,8490350004;214944,00000000;999;202309;1,66293223720215e+00
Colocaciones de consumo:;2405383,1660980000;34300,00000000;999;202309;1,42596824004723e+00
Colocaciones para vivienda:;6601846,9603190003;24758,00000000;999;202309;3,75016266641899e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;222906122,4223549962;2040772,00000000;999;202309;9,15529810407457e-01
TOTAL:;225073669,2351419926;2040772,00000000;999;202309;9,06712902906442e-01
Adeudado por bancos:;91413,1853260000;0,00000000;999;202310;0,00000000000000e+00
Colocaciones a personas - subtotal:;100661152,7168812156;537946,01637200;999;202310;5,34412732074530e-01
Colocaciones comerciales;110526105,6978908926;1374574,17352593;999;202310;1,24366471146930e+00
Colocaciones comerciales:;12921831,7546839993;206415,00000000;999;202310;1,59741284299865e+00
Colocaciones de consumo:;2429383,5568630002;38275,00000000;999;202310;1,57550255462433e+00
Colocaciones para vivienda:;6644282,7533970000;25181,00000000;999;202310;3,78987483443955e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;224109090,1694560945;2118935,18989793;999;202310;9,45492745651564e-01
TOTAL:;226041001,0814481378;2118935,18989793;999;202310;9,37411876500416e-01
Colocaciones a personas - subtotal:;101436167,2390149981;551347,00000000;999;202311;5,43540844461183e-01
Colocaciones comerciales;103779344,1627817601;1330037,00000000;999;202311;1,28160089151632e+00
Colocaciones comerciales:;18538299,1972460002;294330,00000000;999;202311;1,58768610252943e+00
Colocaciones de consumo:;2922801,3013240001;40942,00000000;999;202311;1,40077945022994e+00
Colocaciones para vivienda:;7795194,3762530005;26138,00000000;999;202311;3,35309149950460e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;223753810,5990427732;2175714,00000000;999;202311;9,72369585203975e-01
TOTAL:;225720727,2259407640;2175714,00000000;999;202311;9,63896416044312e-01
